title,pdf_id,publication_number,organization,scope,unit,issue_date,upsert_date,expiration_date,aux_specific,public_release,pdf_file_name,embedding,gcp_file_id,link,status,status_timestamp,missing_pdf_id,missing_gcp_file_id,duplicate_pdf_id,in_sheet,in_drive,file_name,in_qdrant,record_count,page_count,gcp_file_ids,unique_file_count,zero_record_count,file_ids_match,issues
ALAUX 12/16 AUXILIARY CLERGY SUPPORT ACS PROGRAM 16NOV2016,73056ef0-e501-581c-865d-531b6f84d735,ALAUX_12_16,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,12_16_AUXILIARY_CLERGY_SUPPORT__ACS__PROGRAM___16NOV2016.pdf,text-embedding-ada-002,1vFPZsvpCEAdQhDEEGeX4xn05IwSWEnpI,https://drive.google.com/file/d/1vFPZsvpCEAdQhDEEGeX4xn05IwSWEnpI,live,,False,False,False,True,True,,True,1,1.0,['1vFPZsvpCEAdQhDEEGeX4xn05IwSWEnpI'],1.0,False,True,[]
ALAUX 12/19 AUXILIARY INCLUSION IN AMERICAN FORCES TRAVEL SERVICE,e936aa9d-e263-5780-b690-760a6b771d31,ALAUX_12_19,CG-BSX,National,,2019-10-15T00:00:00Z,,2029-10-15T00:00:00Z,TRUE,TRUE,12_19_AUXILIARY_INCLUSION_IN_AMERICAN_FORCES_TRAVEL_SERVICE.pdf,text-embedding-ada-002,1kW-mwQmGUdVi_SPnQNt3GkGQyDImcAcY,https://drive.google.com/file/d/1kW-mwQmGUdVi_SPnQNt3GkGQyDImcAcY,live,,False,False,False,True,True,,True,2,2.0,['1kW-mwQmGUdVi_SPnQNt3GkGQyDImcAcY'],1.0,False,True,[]
ALAUX 13/15 OFFICE OF PERSONNEL MANAGEMENT OPM CYBERSECURITY INCIDENT UPDATE 13JUN2015,4c54af7a-0019-56cc-bd03-b37fa1e99526,ALAUX_13_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,13_15_OFFICE_OF_PERSONNEL_MANAGEMENT__OPM__CYBERSECURITY_INCIDENT___UPDATE___13JUN2015.pdf,text-embedding-ada-002,1b1zV6P60UVlhvAaQzi2UPz98kc4CkrUE,https://drive.google.com/file/d/1b1zV6P60UVlhvAaQzi2UPz98kc4CkrUE,live,,False,False,False,True,True,,True,3,3.0,['1b1zV6P60UVlhvAaQzi2UPz98kc4CkrUE'],1.0,False,True,[]
ALAUX 13/17 BASIC QUALIFICATION COURSE II BQC II 22SEP2017,bfc807cb-6415-5c80-bb3e-4c727e690e77,ALAUX_13_17,CG-BSX,National,,2019-10-21T00:00:00Z,,2029-10-20T00:00:00Z,TRUE,TRUE,13_17___BASIC_QUALIFICATION_COURSE_II__BQC_II____22SEP2017.pdf,text-embedding-ada-002,1eioxYdZywsRPqlgor4DkZA-QUQ6IveZ4,https://drive.google.com/file/d/1eioxYdZywsRPqlgor4DkZA-QUQ6IveZ4,live,,False,False,False,True,True,,True,1,1.0,['1eioxYdZywsRPqlgor4DkZA-QUQ6IveZ4'],1.0,False,True,[]
ALAUX 13/19 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NACON 2019,32674341-5c0c-5099-a8ad-2dcc943264e6,ALAUX_13_19,CG-BSX,National,,2019-10-15T00:00:00Z,,2029-10-15T00:00:00Z,TRUE,TRUE,13_19_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_AT_NACON_2019.pdf,text-embedding-ada-002,1Hhfc9gf5o2OS_GSKEaxQe6VqUEAoZjxO,https://drive.google.com/file/d/1Hhfc9gf5o2OS_GSKEaxQe6VqUEAoZjxO,live,,False,False,False,True,True,,True,1,1.0,['1Hhfc9gf5o2OS_GSKEaxQe6VqUEAoZjxO'],1.0,False,True,[]
"USCG COVID-19: PLANNING ORDER VERSION 9, Enclosure (13) AUXILIARY COVID-19 GUIDANCE, Version 5 dated January 20, 2023",b0ba79f8-4517-565e-9399-6e7ee98900a2,,CG-BSX,National,,2023-01-20T00:00:00Z,,2099-12-31T00:00:00Z,TRUE,TRUE,13_ENC_13_AUX_COVID19-RECONSTITUTE-GUIDE-V5-20JAN2023.pdf,text-embedding-ada-002,1rH061Ku7DnSQjXSCBou-DKKmCxPWfHiC,https://drive.google.com/file/d/1rH061Ku7DnSQjXSCBou-DKKmCxPWfHiC,live,,False,False,False,True,True,,True,15,15.0,['1rH061Ku7DnSQjXSCBou-DKKmCxPWfHiC'],1.0,False,True,[]
ALAUX 14/15 LAUNCH OF THE ENTERPRISE COMMON IDEATION PLATFORM ECIP 20JUN2015,946c8f90-bca4-532c-8af7-7447f1b69eb4,ALAUX_14_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,14_15_LAUNCH_OF_THE_ENTERPRISE_COMMON_IDEATION_PLATFORM__ECIP____20JUN2015.pdf,text-embedding-ada-002,1YOuGFPIDX3TGby3_wKWrU38bz6ITWrDH,https://drive.google.com/file/d/1YOuGFPIDX3TGby3_wKWrU38bz6ITWrDH,live,,False,False,False,True,True,,True,1,1.0,['1YOuGFPIDX3TGby3_wKWrU38bz6ITWrDH'],1.0,False,True,[]
ALAUX 14/18 AUXILIARY CORE TRAINING AUXCT POLICY CHANGES,f393dba3-411d-5ea5-8ef8-9c07f753d28f,ALAUX_14_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,14_18_AUXILIARY_CORE_TRAINING__AUXCT__POLICY_CHANGES.pdf,text-embedding-ada-002,1BEsLqXvEkv68y0Z5LhICjpjHfVzuhjzL,https://drive.google.com/file/d/1BEsLqXvEkv68y0Z5LhICjpjHfVzuhjzL,live,,False,False,False,True,True,,True,4,4.0,['1BEsLqXvEkv68y0Z5LhICjpjHfVzuhjzL'],1.0,False,True,[]
ALAUX 14/19 AUXILIARY SEA SCOUT YOUTH DEVELOPMENT AUXSCOUT PROGRAM NATIONAL IMPLEMENTATION,5a964a01-d839-598b-aae6-b4d7e9d81b20,ALAUX_14_19,CG-BSX,National,,2019-11-05T00:00:00Z,,2029-11-04T00:00:00Z,TRUE,TRUE,14_19_AUXILIARY_SEA_SCOUT_YOUTH_DEVELOPMENT__AUXSCOUT__PROGRAM___NATIONAL_IMPLEMENTATION.pdf,text-embedding-ada-002,1MFphUmqytpzs-D4Er2Bjgx5Wu522HK2Q,https://drive.google.com/file/d/1MFphUmqytpzs-D4Er2Bjgx5Wu522HK2Q,live,,False,False,False,True,True,,True,1,1.0,['1MFphUmqytpzs-D4Er2Bjgx5Wu522HK2Q'],1.0,False,True,[]
ALAUX 15/14 COMMANDANT S EQUAL OPPORTUNITY POLICY STATEMENT 01SEP2014,35f9553b-7c0e-5573-9a42-a146ca805791,ALAUX_15_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-12T00:00:00Z,TRUE,TRUE,15_14_COMMANDANT_S_EQUAL_OPPORTUNITY_POLICY_STATEMENT____01SEP2014.pdf,text-embedding-ada-002,1HlM-BcizGoQUc5LPILJfIX6miQ1sauOv,https://drive.google.com/file/d/1HlM-BcizGoQUc5LPILJfIX6miQ1sauOv,live,,False,False,False,True,True,,True,1,1.0,['1HlM-BcizGoQUc5LPILJfIX6miQ1sauOv'],1.0,False,True,[]
ALAUX 15/15 OFFICE OF PERSONNEL MANAGEMENT OPM CYBERSECURITY INCIDENT UPDATE 26JUN2015,a2734909-2e4b-5351-92ed-70173c39c4a5,ALAUX_15_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,15_15_OFFICE_OF_PERSONNEL_MANAGEMENT__OPM__CYBERSECURITY_INCIDENT___UPDATE___26JUN2015.pdf,text-embedding-ada-002,1VLeGNServpN4B6GAUDwMZxED-EtOPTcJ,https://drive.google.com/file/d/1VLeGNServpN4B6GAUDwMZxED-EtOPTcJ,live,,False,False,False,True,True,,True,2,2.0,['1VLeGNServpN4B6GAUDwMZxED-EtOPTcJ'],1.0,False,True,[]
ALAUX 15/18 POLICY CLARIFICATION - AUXILIARY INFLATABLE PFDS,a77df24f-3f26-579f-8c32-437956e8a0c0,ALAUX_15_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,15_18_POLICY_CLARIFICATION___AUXILIARY_INFLATABLE_PFDS.pdf,text-embedding-ada-002,1Gtpsxk6AHVos2S42lL2EWKjlQ-4Wa4YJ,https://drive.google.com/file/d/1Gtpsxk6AHVos2S42lL2EWKjlQ-4Wa4YJ,live,,False,False,False,True,True,,True,2,2.0,['1Gtpsxk6AHVos2S42lL2EWKjlQ-4Wa4YJ'],1.0,False,True,[]
ALAUX 16/18 AUXILIARY LIFE JACKET WEAR OBSERVATION AUXLWO PROGRAM STANDARD OPERATING PROCEDURE APPROVED,81dbb719-07da-5d6b-b8a9-a209b445bafe,ALAUX_16_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,16_18_AUXILIARY_LIFE_JACKET_WEAR_OBSERVATION__AUXLWO__PROGRAM___STANDARD_OPERATING_PROCEDURE_APPROVED.pdf,text-embedding-ada-002,1iYhnGp80ztXIsmBml6fI7rex86esPlQ9,https://drive.google.com/file/d/1iYhnGp80ztXIsmBml6fI7rex86esPlQ9,live,,False,False,False,True,True,,True,1,1.0,['1iYhnGp80ztXIsmBml6fI7rex86esPlQ9'],1.0,False,True,[]
ALAUX 17/18 AUXDATA MISSION ACTIVITY CODE CHANGES,4d3e454c-676c-53c9-83c6-16b1ddd8f9af,ALAUX_17_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,17_18_AUXDATA_MISSION_ACTIVITY_CODE_CHANGES.pdf,text-embedding-ada-002,1AM0MI1DmSgElPW59IESKuoxHq8nUQFXb,https://drive.google.com/file/d/1AM0MI1DmSgElPW59IESKuoxHq8nUQFXb,live,,False,False,False,True,True,,True,4,4.0,['1AM0MI1DmSgElPW59IESKuoxHq8nUQFXb'],1.0,False,True,[]
ALAUX 18/14 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS NACON 2014 14SEP2014,7ba752c7-bd9b-54a0-a58d-edbb8da10f06,ALAUX_18_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,18_14_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_NACON_2014__14SEP2014.pdf,text-embedding-ada-002,1SspewVH-e4ruGmPRrX_p-md5ItaYtXge,https://drive.google.com/file/d/1SspewVH-e4ruGmPRrX_p-md5ItaYtXge,live,,False,False,False,True,True,,True,2,2.0,['1SspewVH-e4ruGmPRrX_p-md5ItaYtXge'],1.0,False,True,[]
ALAUX 18/18 AUXILIARY PADDLE CRAFT AUXPAD PROGRAM COMDTINST 16794,3090684a-8ff0-53f9-add8-c6b1685271b3,ALAUX_18_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,18_18_AUXILIARY_PADDLE_CRAFT__AUXPAD__PROGRAM__COMDTINST_16794.11A___REVISION_APPROVED.pdf,text-embedding-ada-002,1TZSK3JQ5h9G0aUtjY_lTyKO0WEDK3QS9,https://drive.google.com/file/d/1TZSK3JQ5h9G0aUtjY_lTyKO0WEDK3QS9,live,,False,False,False,True,True,,True,1,1.0,['1TZSK3JQ5h9G0aUtjY_lTyKO0WEDK3QS9'],1.0,False,True,[]
ALAUX 19/14 CHANGE TO AUXILIARY DISTRICT CAPTAIN ELECTION ELIGIBILITY REQUIREMENT 17SEP2014,a356c0ae-2f32-59ca-b73b-a5a64f7f4d2a,ALAUX_19_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,19_14_CHANGE_TO_AUXILIARY_DISTRICT_CAPTAIN_ELECTION_ELIGIBILITY_REQUIREMENT___17SEP2014.pdf,text-embedding-ada-002,1aK7cYE8Q6uQH39vRR7ejDVZw5JFTvJsr,https://drive.google.com/file/d/1aK7cYE8Q6uQH39vRR7ejDVZw5JFTvJsr,live,,False,False,False,True,True,,True,1,1.0,['1aK7cYE8Q6uQH39vRR7ejDVZw5JFTvJsr'],1.0,False,True,[]
ALAUX 20/15 AUXILIARY AIR OPERATIONS HEALTH SERVICES AND PUBLIC AFFAIRS PROGRAM POLICY CHANGES 24NOV2015,db43629d-daf3-562f-bfe1-1a2f3012bc1e,ALAUX_20_15,CG-BSX,National,,2019-10-22T00:00:00Z,,2029-10-21T00:00:00Z,TRUE,TRUE,20_15_AUXILIARY_AIR_OPERATIONS__HEALTH_SERVICES__AND_PUBLIC_AFFAIRS_PROGRAM_POLICY_CHANGES___24NOV2015.pdf,text-embedding-ada-002,18sYANEZghva0pa8DFuech9cEaB35e91m,https://drive.google.com/file/d/18sYANEZghva0pa8DFuech9cEaB35e91m,live,,False,False,False,True,True,,True,3,3.0,['18sYANEZghva0pa8DFuech9cEaB35e91m'],1.0,False,True,[]
ALAUX 20 18 UPDATE TO ALAUX 017 18 CLARIFICATION OF CREW FATIGUE AND SAR STANDBY STATUS,7c67db1f-d687-560a-bd41-2a1c868f7f66,ALAUX_20_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,20_18_UPDATE_TO_ALAUX_017_18___CLARIFICATION_OF_CREW_FATIGUE_AND_SAR_STANDBY_STATUS.pdf,text-embedding-ada-002,1QAczGoMdIYNiwFezxO2u-t4E1tJLwCG8,https://drive.google.com/file/d/1QAczGoMdIYNiwFezxO2u-t4E1tJLwCG8,live,,False,False,False,True,True,,True,3,3.0,['1QAczGoMdIYNiwFezxO2u-t4E1tJLwCG8'],1.0,False,True,[]
ALAUX 21/18 CHANGE TO SIMULTANEOUS AUXILIARY OFFICE POLICY,6a1d6bdd-fe40-564e-99ef-230d828d1289,ALAUX_21_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,21_18_CHANGE_TO_SIMULTANEOUS_AUXILIARY_OFFICE_POLICY.pdf,text-embedding-ada-002,1kXnNn3JLawqnVUiQn0JDM2YoDxbh2Qu6,https://drive.google.com/file/d/1kXnNn3JLawqnVUiQn0JDM2YoDxbh2Qu6,live,,False,False,False,True,True,,True,2,2.0,['1kXnNn3JLawqnVUiQn0JDM2YoDxbh2Qu6'],1.0,False,True,[]
ALAUX 22/14 CHANGE TO AUXILIARY MANDATED TRAINING DEADLINE AND REQUIREMENTS 31OCT2014,b5819a53-d63a-56bb-abbb-c1cafa35f863,ALAUX_22_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,22_14_CHANGE_TO_AUXILIARY_MANDATED_TRAINING_DEADLINE_AND_REQUIREMENTS___31OCT2014.pdf,text-embedding-ada-002,1GxyhQuif6aDJYuJUUg0jI2fgVo0tWdCv,https://drive.google.com/file/d/1GxyhQuif6aDJYuJUUg0jI2fgVo0tWdCv,live,,False,False,False,True,True,,True,2,2.0,['1GxyhQuif6aDJYuJUUg0jI2fgVo0tWdCv'],1.0,False,True,[]
ALAUX 23/14 AUXILIARY UNIVERISTY PROGRAM 24NOV2014,90018f99-3684-54c9-8ccf-27550cf825f5,ALAUX_23_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,23_14_AUXILIARY_UNIVERISTY_PROGRAM__AUP____24NOV2014.pdf,text-embedding-ada-002,1ZpiCTPmMQ6QfjwFnnDMdrt_vcuIIYjXV,https://drive.google.com/file/d/1ZpiCTPmMQ6QfjwFnnDMdrt_vcuIIYjXV,live,,False,False,False,True,True,,True,1,1.0,['1ZpiCTPmMQ6QfjwFnnDMdrt_vcuIIYjXV'],1.0,False,True,[]
ALAUX 23/18 CHIEF DIRECTOR FINAL ACTION ON NATIONAL BOARD RECOMMENDATIONS AT NACON 2018,3c28236d-2755-520b-abb1-6fd534eecb9f,ALAUX_23_18,CG-BSX,National,,2019-10-18T00:00:00Z,,2029-10-18T00:00:00Z,TRUE,TRUE,23_18_CHIEF_DIRECTOR_FINAL_ACTION_ON_NATIONAL_BOARD_RECOMMENDATIONS_AT_NACON_2018.pdf,text-embedding-ada-002,1RDslzy1ePJgvygytBcSxP99ROWx5sl6B,https://drive.google.com/file/d/1RDslzy1ePJgvygytBcSxP99ROWx5sl6B,live,,False,False,False,True,True,,True,4,4.0,['1RDslzy1ePJgvygytBcSxP99ROWx5sl6B'],1.0,False,True,[]
ALAUX 24/14 COAST GUARD UNIFORM BOARD 46 IMPACTS ON AUXILIARY UNIFORM POLICIES 22DEC2014,0d200655-0ffe-5f02-8fca-36eda315e734,ALAUX_24_14,CG-BSX,National,,2019-11-12T00:00:00Z,,2029-11-11T00:00:00Z,TRUE,TRUE,24_14_COAST_GUARD_UNIFORM_BOARD_46___IMPACTS_ON_AUXILIARY_UNIFORM_POLICIES___22DEC2014.pdf,text-embedding-ada-002,1yAwQ-DAmX4frcbls9GQBiWfwUj8ZDGGX,https://drive.google.com/file/d/1yAwQ-DAmX4frcbls9GQBiWfwUj8ZDGGX,live,,False,False,False,True,True,,True,2,2.0,['1yAwQ-DAmX4frcbls9GQBiWfwUj8ZDGGX'],1.0,False,True,[]
ALAUX 023/24 2024 EXTENSION TO AUX-SOP-004(A) 04 Sep 20 - ELECTION OF UNIT OFFICERS THROUGH THE USE OF ELECTRONIC MEANS,4b7be7b2-16f8-57dd-a669-af72c7db5459,ALAUX_023_24,CG-BSX,National,,2024-07-09T00:00:00Z,,2034-07-09T00:00:00Z,TRUE,TRUE,ALAUX_023_24_EXTENSION_TO_AUX_SOP_004A_04_Sep_20_ELECTION_OF_UNIT_OFFICERS_THROUGH_THE_USE_OF_ELECTRONIC_MEANS.pdf,text-embedding-ada-002,1aVpNZHBvL5olKBP56UsMzfx8FqN9CaKM,https://drive.google.com/file/d/1aVpNZHBvL5olKBP56UsMzfx8FqN9CaKM,live,,False,False,False,True,True,,True,1,1.0,['1aVpNZHBvL5olKBP56UsMzfx8FqN9CaKM'],1.0,False,True,[]
ALAUX 027 24 AUXILIARY CORE TRAINING REQUIREMENT – SUICIDE PREVENTION,717425ab-0a44-59f1-905d-d30828e0a426,ALAUX_027_24,CG-BSX,National,,2024-08-26T00:00:00Z,,2034-08-26T00:00:00Z,TRUE,TRUE,ALAUX_027_24_AUXCT_REQUIREMENT_SUICIDE_PREVENTION.pdf,text-embedding-ada-002,1vkMVsNe8e-vCtP6LM_iHAH7vtBEEm2f8,https://drive.google.com/file/d/1vkMVsNe8e-vCtP6LM_iHAH7vtBEEm2f8,live,,False,False,False,True,True,,True,2,2.0,['1vkMVsNe8e-vCtP6LM_iHAH7vtBEEm2f8'],1.0,False,True,[]
ALAUX 031/24 FY25 AUXDATA II PATROL ORDER GUIDANCE,c43c0c72-6a03-5a00-bfaa-fadd92cbfd07,ALAUX_031_24,CG-BSX,National,,2024-09-20T00:00:00Z,,2099-12-31T00:00:00Z,TRUE,TRUE,ALAUX_031_24_FY25_AUXDATA_II_PATROL_ORDER_GUIDANCE.pdf,text-embedding-ada-002,17ycIEsr379ik5fqZKhQfq2AY9re2anUm,https://drive.google.com/file/d/17ycIEsr379ik5fqZKhQfq2AY9re2anUm,live,,False,False,False,True,True,,True,2,2.0,['17ycIEsr379ik5fqZKhQfq2AY9re2anUm'],1.0,False,True,[]
ALCGPSC 065/21 MILITARY UNIFORM POLICY CHANGE NOTIFICATION,f7d9cd70-2116-55fb-b1e3-c2002f287914,ALCGPSC_065_21,CG-PSC,National,,2021-07-19T00:00:00Z,,2031-07-19T00:00:00Z,TRUE,TRUE,ALCGPSC_065:21-MILITARY UNIFORM POLICY CHANGE NOTIFICATION.pdf,text-embedding-ada-002,1MrINg9rA-x1rPCrLH0QT5Vdb-pQkrI_E,https://drive.google.com/file/d/1MrINg9rA-x1rPCrLH0QT5Vdb-pQkrI_E,live,,False,False,False,True,True,,True,2,2.0,['1MrINg9rA-x1rPCrLH0QT5Vdb-pQkrI_E'],1.0,False,True,[]
AUXILIARY NATIONAL SUPPLY CENTER DESCRIPTIVE LISTING CATALOG WITH CROSS INDEX AND REVISION DATES,d5f8b98b-ca3a-5886-8870-1aa1c2c2b0c8,,,National,,2024-01-01T00:00:00Z,,2099-12-31T00:00:00Z,TRUE,TRUE,ANSC_Catalog_Jan-24.pdf,text-embedding-ada-002,1__wtjJmmsBd3frFCmvKwjsdyJH9MA6Ne,https://drive.google.com/file/d/1__wtjJmmsBd3frFCmvKwjsdyJH9MA6Ne,live,,False,False,False,True,True,,True,27,27.0,['1__wtjJmmsBd3frFCmvKwjsdyJH9MA6Ne'],1.0,False,True,[]
Sector Training Guide Auxiliary Assistant Pollution Responder Performance Qualification Standard,cc357999-d928-56d0-a519-e521502544f9,,,National,,2011-07-11T00:00:00Z,,2021-07-11T00:00:00Z,TRUE,TRUE,Asst PollutionResponder PQS 2011.pdf,text-embedding-ada-002,106MiZrZtVBpB4gST5nOBCfhXCguF5jIh,https://drive.google.com/file/d/106MiZrZtVBpB4gST5nOBCfhXCguF5jIh,live,,False,False,False,True,True,,True,21,21.0,['106MiZrZtVBpB4gST5nOBCfhXCguF5jIh'],1.0,False,True,[]
Auxiliary Anti-Discrimination and Anti-Harassament Policy Statement,93254df9-c9c0-5f27-b6c6-30b9beaec268,,,National,,2023-08-15T00:00:00Z,,2033-08-15T00:00:00Z,TRUE,TRUE,AUX_Anti-Discrimination_and_Anti-Harassament_Policy_Statement.pdf,text-embedding-ada-002,1Yod3xjCT_4KddQHpcx8j3T3-LJ3JEyH3,https://drive.google.com/file/d/1Yod3xjCT_4KddQHpcx8j3T3-LJ3JEyH3,live,,False,False,False,True,True,,True,1,1.0,['1Yod3xjCT_4KddQHpcx8j3T3-LJ3JEyH3'],1.0,False,True,[]
AUXILIARY COAST GUARD RECRUITING SUPPORT PROGRAM STANDARD OPERATING PROCEDURES,1c28ad51-8e7e-5b03-9b1d-8816b1d0681c,AUX-SOP-006-B,CG-BSX,National,,2024-03-18T00:00:00Z,,2034-03-18T00:00:00Z,TRUE,TRUE,AUX_CG_RECRUITING_SUPPORT_PROGRAM_SOP_FINAL_17DEC19_ESIGN.pdf,text-embedding-ada-002,1TfDXR34_puzBZPDXL-FXj6RAnm6MwZdW,https://drive.google.com/file/d/1TfDXR34_puzBZPDXL-FXj6RAnm6MwZdW,live,,False,False,False,True,True,,True,14,14.0,['1TfDXR34_puzBZPDXL-FXj6RAnm6MwZdW'],1.0,False,True,[]
"AUXILIARY FINANCIAL AND MATERIALS CONTROLS STANDARD OPERATING PROCEDURES, APPENDIX A- IRS Confirmation of U.S. Coast Guard Auxiliary Employer Identification Number (EIN) of 10 March 1987",c73cb8b2-8be8-5c19-8025-63674d382894,AUX-SOP-008-B-B,CG-BSX,National,,2024-04-08T00:00:00Z,,2034-04-08T00:00:00Z,TRUE,TRUE,AUX_FIN_CONTROL_SOP_APPENDIX_A_textembed.pdf,text-embedding-ada-002,12PIZLKe6_1PGAp-98Nqrd0HbDskoKyPC,https://drive.google.com/file/d/12PIZLKe6_1PGAp-98Nqrd0HbDskoKyPC,live,,False,False,False,True,True,,True,1,1.0,['12PIZLKe6_1PGAp-98Nqrd0HbDskoKyPC'],1.0,False,True,[]
"AUXILIARY FINANCIAL AND MATERIALS CONTROLS STANDARD OPERATING PROCEDURES, APPENDIX B- IRS Confirmation of U.S. Coast Guard Auxiliary Exemption from Federal Income Tax of 19 November 1980",c9917519-8ac3-5741-84d2-03c6cde9f139,AUX-SOP-008-B-A,CG-BSX,National,,2024-02-16T00:00:00Z,,2034-02-16T00:00:00Z,TRUE,TRUE,AUX_FIN_CONTROL_SOP_APPENDIX_B_textembed.pdf,text-embedding-ada-002,17G8jRYV6vDZ75lOMJrzW_xYIq9g0Ncwa,https://drive.google.com/file/d/17G8jRYV6vDZ75lOMJrzW_xYIq9g0Ncwa,live,,False,False,False,True,True,,True,1,1.0,['17G8jRYV6vDZ75lOMJrzW_xYIq9g0Ncwa'],1.0,False,True,[]
AUXILIARY FINANCIAL AND MATERIALS CONTROLS STANDARD OPERATING PROCEDURES,1fc455bf-67e0-5825-9ec3-62d5e79410a1,AUX-SOP-008-B,CG-BSX,National,,2024-04-08T00:00:00Z,,2034-04-08T00:00:00Z,TRUE,TRUE,AUX_FINCON_SOP_008B_SIGNED_TO_POST_08APR24.pdf,text-embedding-ada-002,1yZS-pIgLqty7vm4iJov0IrC0_48OCBWv,https://drive.google.com/file/d/1yZS-pIgLqty7vm4iJov0IrC0_48OCBWv,live,,False,False,False,True,True,,True,63,63.0,['1yZS-pIgLqty7vm4iJov0IrC0_48OCBWv'],1.0,False,True,[]
AUXILIARY LIFE JACKET WEAR OBSERVATION (AUXLWO) PROGRAM STANDARD OPERATING PROCEDURES,604e8ee4-4bff-50a5-bf1e-289ddef11b91,AUX -SOP-001-A,CG-BSX,National,,2018-07-17T00:00:00Z,,2028-07-17T00:00:00Z,TRUE,TRUE,AUX_SOP_001A_AUXLWO_esigned.pdf,text-embedding-ada-002,1BAUSrNOoSat8J3G3G_DNYmkb5iEKIzk7,https://drive.google.com/file/d/1BAUSrNOoSat8J3G3G_DNYmkb5iEKIzk7,live,,False,False,False,True,True,,True,12,12.0,['1BAUSrNOoSat8J3G3G_DNYmkb5iEKIzk7'],1.0,False,True,[]
Auxiliary Awards Primer Feb 16,96464b4b-8249-517d-8ea9-87a36c06c301,AUX-AWARDS-PRIMER-FEB16,CG-BSX,National,,2016-02-22T00:00:00Z,,2026-02-22T00:00:00Z,TRUE,TRUE,AUX-AWARDS-PRIMER-FEB16.pdf,text-embedding-ada-002,1tS_tRyDAJ2wGR07ysawRKV7BARg3lZnt,https://drive.google.com/file/d/1tS_tRyDAJ2wGR07ysawRKV7BARg3lZnt,live,,False,False,False,True,True,,True,20,20.0,['1tS_tRyDAJ2wGR07ysawRKV7BARg3lZnt'],1.0,False,True,[]
BSX Policy Letter AUX-PL-001(A)/20-01 Vessel Safety Check-Portable FIRE EXTINGUISHER Guidance,2e196b86-bc83-57bb-be7a-c8bc0042de03,AUX-PL-006-A,CG-BSX,National,,2020-06-03T00:00:00Z,,2030-06-04T00:00:00Z,TRUE,TRUE,AUX-PL-006(A)_BSX_Policy_Letter_20-01_Vessel_Ssafety_Check-Portable_FIRE_EXTINGUISHER_Guidance.pdf,text-embedding-ada-002,1XcxhNdMIlwjChe40mNBeEsKE5VrtBsAa,https://drive.google.com/file/d/1XcxhNdMIlwjChe40mNBeEsKE5VrtBsAa,live,,False,False,False,True,True,,True,2,2.0,['1XcxhNdMIlwjChe40mNBeEsKE5VrtBsAa'],1.0,False,True,[]
BSX Policy Letter AUX-PL-007(F)/21-01 Resumption of In-Person Auxiliary C-Schools,bb6ae711-5c3b-5a98-88c6-20f5c52976f2,AUX-PL-007-F,CG-BSX,National,,2023-01-31T00:00:00Z,,2033-01-30T00:00:00Z,TRUE,TRUE,AUX-PL-007(F)_BSX_Policy_Letter_21-01_Resumption_of_In-Person_Auxiliary_C-Schools.pdf,text-embedding-ada-002,1dd5jwy3DwtCuNU2T1621j5jsfxnj3FGQ,https://drive.google.com/file/d/1dd5jwy3DwtCuNU2T1621j5jsfxnj3FGQ,live,,False,False,False,True,True,,True,7,7.0,['1dd5jwy3DwtCuNU2T1621j5jsfxnj3FGQ'],1.0,False,True,[]
